id	nombre	tipo	fuente	region	provincia	comuna	CAUSA	QUE_HACE_FALTA	bahia_mas_cercana	bahia_con_restricciones	bahia_con_cierres	es_caleta_pesquera	actividades
136	Embarcadero Muelle Puerto Toro	Embarcadero	MOP	12	Antártica Chilena	Cabo de Hornos	fuera de todo radio	ampliar el radio a 38 km, o una bahía que hoy no está en BAHIA_COORDS	138 PUERTO WILLIAMS @37.3km	no	no	no	
623	Infraestructura Portuaria Puerto Navarino	Infraestructura Portuaria	MOP	12	Antártica Chilena	Cabo de Hornos	fuera de todo radio	ampliar el radio a 47 km, o una bahía que hoy no está en BAHIA_COORDS	138 PUERTO WILLIAMS @46.4km	no	no	no	
149	Embarcadero Rampa Yendegaia	Embarcadero	MOP	12	Antártica Chilena	Cabo de Hornos	fuera de todo radio	ampliar el radio a 71 km, o una bahía que hoy no está en BAHIA_COORDS	138 PUERTO WILLIAMS @70.5km	no	no	no	
143	Rampa Isla Riesco	Rampa	MOP	12	Magallanes	Río Verde	fuera de todo radio	ampliar el radio a 33 km, o una bahía que hoy no está en BAHIA_COORDS	136 SENO OTWAY @32.3km	no	no	no	
144	Rampa Río Verde	Rampa	MOP	12	Magallanes	Río Verde	fuera de todo radio	ampliar el radio a 33 km, o una bahía que hoy no está en BAHIA_COORDS	136 SENO OTWAY @32.6km	no	no	no	
676	Isla Wellington	Infraestructura Portuaria	MANUAL	Magallanes			fuera de todo radio	ampliar el radio a 71 km, o una bahía que hoy no está en BAHIA_COORDS	129 PUERTO EDÉN @70.6km	no	no	no	
463	Embarcadero Conectividad Ventisquero Chico	Embarcadero	MOP	11	Capitán Prat	O'Higgins	fuera de todo radio	ampliar el radio a 46 km, o una bahía que hoy no está en BAHIA_COORDS	203 LAGO O'HIGGINS @45.8km	no	no	no	
465	Embarcadero Conectividad Candelario Mancilla	Embarcadero	MOP	11	Capitán Prat	O'Higgins	fuera de todo radio	ampliar el radio a 43 km, o una bahía que hoy no está en BAHIA_COORDS	203 LAGO O'HIGGINS @42.3km	no	no	no	
475	Embarcadero Muelle Lago Cochrane	Embarcadero	MOP	11	Capitán Prat	Cochrane	fuera de todo radio	ampliar el radio a 90 km, o una bahía que hoy no está en BAHIA_COORDS	128 LAGO GENERAL CARRERA @89.8km	no	no	no	
479	Embarcadero Muelle Puerto Bertrand - Lago Bertrand	Embarcadero	MOP	11	General Carrera	Chile Chico	fuera de todo radio	ampliar el radio a 80 km, o una bahía que hoy no está en BAHIA_COORDS	128 LAGO GENERAL CARRERA @80.0km	no	no	no	
478	Embarcadero Muelle Puerto Guadal - Lago General Carrera	Embarcadero	MOP	11	General Carrera	Chile Chico	fuera de todo radio	ampliar el radio a 60 km, o una bahía que hoy no está en BAHIA_COORDS	128 LAGO GENERAL CARRERA @59.5km	no	no	no	
477	Embarcadero Muelle Mallín Grande - Lago General Carrera	Embarcadero	MOP	11	General Carrera	Chile Chico	fuera de todo radio	ampliar el radio a 34 km, o una bahía que hoy no está en BAHIA_COORDS	128 LAGO GENERAL CARRERA @33.7km	no	no	no	
480	Embarcadero Muelle Rio Tranquilo - Lago General Carrera	Embarcadero	MOP	11	General Carrera	Río Ibáñez	fuera de todo radio	ampliar el radio a 46 km, o una bahía que hoy no está en BAHIA_COORDS	128 LAGO GENERAL CARRERA @45.8km	no	no	no	
483	Embarcadero Bahía Murta	Embarcadero	MOP	11	General Carrera	Río Ibáñez	fuera de todo radio	ampliar el radio a 44 km, o una bahía que hoy no está en BAHIA_COORDS	128 LAGO GENERAL CARRERA @44.0km	no	no	no	
462	Embarcadero Conectividad Rio Exploradores	Embarcadero	MOP	11	Aysén	Aysén	fuera de todo radio	ampliar el radio a 44 km, o una bahía que hoy no está en BAHIA_COORDS	223 CANAL COSTA Y ELEFANTES @43.7km	no	no	no	
443	Embarcadero Muelle Bahía Erasmo	Embarcadero	MOP	11	Aysén	Aysén	fuera de todo radio	ampliar el radio a 36 km, o una bahía que hoy no está en BAHIA_COORDS	224 CANAL ERRAZURIZ @35.6km	no	no	no	
481	Embarcadero Muelle Lago Paloma	Embarcadero	MOP	11	Coyhaique	Coyhaique	fuera de todo radio	ampliar el radio a 70 km, o una bahía que hoy no está en BAHIA_COORDS	128 LAGO GENERAL CARRERA @69.2km	no	no	no	
482	Embarcadero Muelle Lago Caro	Embarcadero	MOP	11	Coyhaique	Coyhaique	fuera de todo radio	ampliar el radio a 44 km, o una bahía que hoy no está en BAHIA_COORDS	126 BAHÍA CHACABUCO @43.4km	no	no	no	
476	Embarcadero Muelle Lago Elizalde	Embarcadero	MOP	11	Coyhaique	Coyhaique	fuera de todo radio	ampliar el radio a 60 km, o una bahía que hoy no está en BAHIA_COORDS	126 BAHÍA CHACABUCO @59.5km	no	no	no	
451	Embarcadero Puerto Gaviota	Embarcadero	MOP	11	Aysén	Cisnes	empate entre candidatas	adjudicación humana entre: 239 SECTOR CANAL FERRONAVE Y CANAL DEVIA @13.3km  vs  241 SECTOR CANAL GOÑI Y CANAL NINUALAC @19.8km	239 SECTOR CANAL FERRONAVE Y CANAL DEVIA @13.3km	sí	sí	no	
453	Embarcadero Muelle Fiscal de Puyuhuapi	Embarcadero	MOP	11	Aysén	Cisnes	fuera de todo radio	ampliar el radio a 47 km, o una bahía que hoy no está en BAHIA_COORDS	123 PUERTO CISNES @46.3km	sí	sí	no	
639	Embarcadero Rampa De Puyuhuapi	Embarcadero	MOP	11	Aysén	Cisnes	fuera de todo radio	ampliar el radio a 47 km, o una bahía que hoy no está en BAHIA_COORDS	123 PUERTO CISNES @46.5km	sí	sí	no	
452	Embarcadero Muelle de Puyuhuapi	Embarcadero	MOP	11	Aysén	Cisnes	fuera de todo radio	ampliar el radio a 47 km, o una bahía que hoy no está en BAHIA_COORDS	123 PUERTO CISNES @46.6km	sí	sí	no	
133	Embarcadero Muelle Lago Verde	Embarcadero	MOP	11	Aysén	Cisnes	fuera de todo radio	ampliar el radio a 71 km, o una bahía que hoy no está en BAHIA_COORDS	234 RÍO PALENA @70.6km	no	no	no	
470	Rampa Melimoyu	Rampa	MOP	11	Aysén	Cisnes	fuera de todo radio	ampliar el radio a 45 km, o una bahía que hoy no está en BAHIA_COORDS	238 SECTOR CANAL MORALEDA @44.5km	sí	sí	no	
672	Caleta Buill	Caleta	MANUAL	Los Lagos			empate entre candidatas	adjudicación humana entre: 124 MELINKA @24.9km  vs  175 SECTOR REPOLLA ALTO @25.2km  vs  176 SECTOR REPOLLA BAJO @25.5km  vs  256 CANAL PÉREZ SUR @28.1km	124 MELINKA @24.9km	sí	sí	no	
405	Embarcadero Muelle en Inio	Embarcadero	MOP	10	Chiloé	Quellón	fuera de todo radio	ampliar el radio a 47 km, o una bahía que hoy no está en BAHIA_COORDS	251 CANAL GOLFO CORCOVADO (NORTE) @46.9km	no	no	no	
590	Rampa Lago Yelcho	Rampa	MOP	10	Palena	Chaitén	fuera de todo radio	ampliar el radio a 38 km, o una bahía que hoy no está en BAHIA_COORDS	121 CHAITÉN @37.7km	sí	sí	no	
338	Embarcadero Rampa En Casa de Pesca	Embarcadero	MOP	10	Palena	Chaitén	fuera de todo radio	ampliar el radio a 40 km, o una bahía que hoy no está en BAHIA_COORDS	121 CHAITÉN @39.5km	sí	sí	no	
409	Rampa Conectividad Caleta Gonzalo	Rampa	MOP	10	Palena	Chaitén	fuera de todo radio	ampliar el radio a 41 km, o una bahía que hoy no está en BAHIA_COORDS	121 CHAITÉN @40.3km	sí	sí	no	
342	Embarcadero Rampa Fiordo Largo	Embarcadero	MOP	10	Palena	Chaitén	fuera de todo radio	ampliar el radio a 40 km, o una bahía que hoy no está en BAHIA_COORDS	182 ESTERO COMAU @39.4km	sí	sí	no	
344	Embarcadero Rampa Sector Loyola	Embarcadero	MOP	10	Palena	Chaitén	fuera de todo radio	ampliar el radio a 44 km, o una bahía que hoy no está en BAHIA_COORDS	182 ESTERO COMAU @43.6km	sí	sí	no	
341	Embarcadero Rampa Chumelden	Embarcadero	MOP	10	Palena	Chaitén	fuera de todo radio	ampliar el radio a 46 km, o una bahía que hoy no está en BAHIA_COORDS	121 CHAITÉN @45.5km	sí	sí	no	
343	Embarcadero Rampa Leptepu	Embarcadero	MOP	10	Palena	Chaitén	fuera de todo radio	ampliar el radio a 33 km, o una bahía que hoy no está en BAHIA_COORDS	182 ESTERO COMAU @32.2km	sí	sí	no	
432	Borde Costero de Curaco de Velez	Defensa Costera	MOP	10	Chiloé	Curaco de Vélez	empate entre candidatas	adjudicación humana entre: 163 CANAL DALCAHUE @7.6km  vs  122 ACHAO @9.8km  vs  116 CASTRO @13.5km  vs  235 CHEQUIAN @15.4km	163 CANAL DALCAHUE @7.6km	sí	sí	no	
408	Embarcadero Muelle Sector Poyo	Embarcadero	MOP	10	Palena	Chaitén	empate entre candidatas	adjudicación humana entre: 186 SECTOR AYACARA @15.2km  vs  187 SECTOR BUILL @21.8km  vs  182 ESTERO COMAU @22.6km	186 SECTOR AYACARA @15.2km	sí	sí	no	
346	Rampa de Conectividad Pichanco	Rampa	MOP	10	Palena	Hualaihué	empate entre candidatas	adjudicación humana entre: 187 SECTOR BUILL @2.2km  vs  186 SECTOR AYACARA @5.9km  vs  182 ESTERO COMAU @8.1km  vs  185 ENSENADA ROLECHA @9.9km	187 SECTOR BUILL @2.2km	sí	sí	no	
425	Embarcadero Muelle Río Chepu - Sector Chepu Bajo	Embarcadero	MOP	10	Chiloé	Ancud	empate entre candidatas	adjudicación humana entre: 118 BAHÍA ANCUD Y CANAL CHACAO @26.0km  vs  214 BAHÍA ANCUD @26.0km	118 BAHÍA ANCUD Y CANAL CHACAO @26.0km	no	no	no	
424	Embarcadero Muelle Río Chepu - Sector Anguay	Embarcadero	MOP	10	Chiloé	Ancud	empate entre candidatas	adjudicación humana entre: 118 BAHÍA ANCUD Y CANAL CHACAO @23.5km  vs  214 BAHÍA ANCUD @23.5km	118 BAHÍA ANCUD Y CANAL CHACAO @23.5km	no	no	no	
353	Defensa Costera de Linao	Defensa Costera	MOP	10	Chiloé	Ancud	empate entre candidatas	adjudicación humana entre: 114 CANAL CHACAO SECTOR PARGUA Y PUNTA CORONEL @19.3km  vs  120 PUERTO QUEMCHI @20.9km  vs  213 CANAL CHACAO @21.1km  vs  118 BAHÍA ANCUD Y CANAL CHACAO @25.9km  vs  214 BAHÍA ANCUD @25.9km  vs  149 RADA DE	CARELMAPU @27.5km	114 CANAL CHACAO SECTOR PARGUA Y PUNTA CORONEL @19.3km	no	no	no	
564	Caleta Pesquera Tentelhue	Caleta	MOP	10	Palena	Hualaihué	empate entre candidatas	adjudicación humana entre: 113 BAHÍA DE CALBUCO @27.2km  vs  232 SAN JOSE-CAICAEN @28.7km	113 BAHÍA DE CALBUCO @27.2km	sí	sí	no	
554	Varadero de Pudeto	Infraestructura Portuaria	MOP	10	Chiloé	Ancud	empate entre candidatas	adjudicación humana entre: 118 BAHÍA ANCUD Y CANAL CHACAO @3.0km  vs  214 BAHÍA ANCUD @3.0km	118 BAHÍA ANCUD Y CANAL CHACAO @3.0km	no	no	no	
355	Defensa Costera de Pudeto	Defensa Costera	MOP	10	Chiloé	Ancud	empate entre candidatas	adjudicación humana entre: 118 BAHÍA ANCUD Y CANAL CHACAO @2.8km  vs  214 BAHÍA ANCUD @2.8km	118 BAHÍA ANCUD Y CANAL CHACAO @2.8km	no	no	no	
415	Embarcadero de Atraque de Pudeto	Embarcadero	MOP	10	Chiloé	Ancud	empate entre candidatas	adjudicación humana entre: 118 BAHÍA ANCUD Y CANAL CHACAO @2.7km  vs  214 BAHÍA ANCUD @2.7km	118 BAHÍA ANCUD Y CANAL CHACAO @2.7km	no	no	no	
354	Muelle Pesquero Luis Guineo de Pudeto	Muelle	MOP	10	Chiloé	Ancud	empate entre candidatas	adjudicación humana entre: 118 BAHÍA ANCUD Y CANAL CHACAO @2.6km  vs  214 BAHÍA ANCUD @2.6km	118 BAHÍA ANCUD Y CANAL CHACAO @2.6km	no	no	no	
433	Borde Costero de Ancud	Defensa Costera	MOP	10	Chiloé	Ancud	empate entre candidatas	adjudicación humana entre: 118 BAHÍA ANCUD Y CANAL CHACAO @0.2km  vs  214 BAHÍA ANCUD @0.2km	118 BAHÍA ANCUD Y CANAL CHACAO @0.2km	no	no	no	
348	Caleta Pesquera Ancud	Caleta	MOP	10	Chiloé	Ancud	empate entre candidatas	adjudicación humana entre: 118 BAHÍA ANCUD Y CANAL CHACAO @0.0km  vs  214 BAHÍA ANCUD @0.0km	118 BAHÍA ANCUD Y CANAL CHACAO @0.0km	no	no	no	
410	Terminal de Conectividad Puelche	Terminal	MOP	10	Palena	Hualaihué	empate entre candidatas	adjudicación humana entre: 233 SENO RELONCAVI @22.6km  vs  115 CANAL HORNOPIRÉN @29.6km	233 SENO RELONCAVI @22.6km	sí	sí	no	
781	Puerto Chincui / Oxxean	puerto	BEM				empate entre candidatas	adjudicación humana entre: 216 CANAL TENGLO @8.7km  vs  109 PUERTO MONTT @10.1km  vs  110 BAHÍA CHINCUI @13.7km	216 CANAL TENGLO @8.7km	sí	sí	no	
304	Caleta Pesquera Bahia Mansa	Caleta	MOP	10	Osorno	San Juan de la Costa	fuera de todo radio	ampliar el radio a 71 km, o una bahía que hoy no está en BAHIA_COORDS	146 RIO BUENO @70.7km	no	no	no	
561	Embarcadero Cofalmo	Embarcadero	MOP	10	Osorno	San Pablo	fuera de todo radio	ampliar el radio a 38 km, o una bahía que hoy no está en BAHIA_COORDS	146 RIO BUENO @37.3km	no	no	no	
560	Ponton Los Juncos	Infraestructura Portuaria	MOP	10	Osorno	San Pablo	fuera de todo radio	ampliar el radio a 33 km, o una bahía que hoy no está en BAHIA_COORDS	146 RIO BUENO @32.3km	no	no	no	
516	Embarcadero Muelle Puerto Ulloa	Embarcadero	MOP	14	Ranco	La Unión	fuera de todo radio	ampliar el radio a 31 km, o una bahía que hoy no está en BAHIA_COORDS	146 RIO BUENO @30.3km	no	no	no	
491	Embarcadero Muelle de Llancacura	Embarcadero	MOP	14	Ranco	La Unión	fuera de todo radio	ampliar el radio a 39 km, o una bahía que hoy no está en BAHIA_COORDS	146 RIO BUENO @38.3km	no	no	no	
305	Embarcadero La Barra - Rio Bueno	Embarcadero	MOP	10	Osorno	San Juan de la Costa	fuera de todo radio	ampliar el radio a 37 km, o una bahía que hoy no está en BAHIA_COORDS	170 SECTOR CHAIHUÍN @36.3km	sí	sí	no	
621	Rampa Botadero Llifen	Rampa	MOP	14	Ranco	Futrono	empate entre candidatas	adjudicación humana entre: 144 LAGO RANCO @10.2km  vs  145 LAGO MAIHUE @16.2km	144 LAGO RANCO @10.2km	sí	sí	no	
612	Borde Costero Lacustre de Huequecura	Defensa Costera	MOP	14	Ranco	Futrono	empate entre candidatas	adjudicación humana entre: 144 LAGO RANCO @11.4km  vs  145 LAGO MAIHUE @16.2km	144 LAGO RANCO @11.4km	sí	sí	no	
153	Embarcadero Rampa de Conectividad Puerto Fuy	Embarcadero	MOP	14	Valdivia	Panguipulli	empate entre candidatas	adjudicación humana entre: 250 LAGO PIREHUICO @9.1km  vs  249 LAGO NELTUME @10.4km	250 LAGO PIREHUICO @9.1km	no	no	no	
780	Puerto Las Mulatas	puerto	BEM				empate entre candidatas	adjudicación humana entre: 104 VALDIVIA FLUVIAL @1.5km  vs  207 VALDIVIA CONECTIVIDAD @2.7km	104 VALDIVIA FLUVIAL @1.5km	sí	sí	no	
515	Muelle Base Draga	Muelle	MOP	14	Valdivia	Valdivia	empate entre candidatas	adjudicación humana entre: 104 VALDIVIA FLUVIAL @1.3km  vs  207 VALDIVIA CONECTIVIDAD @3.2km	104 VALDIVIA FLUVIAL @1.3km	sí	sí	no	
506	Embarcadero Muelle de Punucapa	Embarcadero	MOP	14	Valdivia	Valdivia	empate entre candidatas	adjudicación humana entre: 104 VALDIVIA FLUVIAL @6.3km  vs  208 BORDE COSTERO-VALDIVIA @10.5km  vs  207 VALDIVIA CONECTIVIDAD @10.6km	104 VALDIVIA FLUVIAL @6.3km	sí	sí	no	
544	Caleta Pesquera Bonifacio	Caleta	MOP	14	Valdivia	Valdivia	empate entre candidatas	adjudicación humana entre: 208 BORDE COSTERO-VALDIVIA @8.1km  vs  104 VALDIVIA FLUVIAL @17.6km	208 BORDE COSTERO-VALDIVIA @8.1km	sí	sí	no	
300	Borde Costero Sector Playa Grande de Licanray - Lago Calafquen	Defensa Costera	MOP	09	Cautín	Villarrica	empate entre candidatas	adjudicación humana entre: 247 LAGO CALAFQUEN @6.5km  vs  246 LAGO PULLINQUE @12.0km  vs  245 LAGO PELLAIFA @16.4km	247 LAGO CALAFQUEN @6.5km	no	no	no	
521	Embarcadero Río Lingue - Sector Puente en Mehuin Bajo	Embarcadero	MOP	14	Valdivia	Mariquina	fuera de todo radio	ampliar el radio a 39 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @38.4km	sí	sí	no	
640	Caleta Pesquera Mississippi	Caleta	MOP	14	Valdivia	Mariquina	fuera de todo radio	ampliar el radio a 38 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @37.9km	sí	sí	no	
525	Defensa Costera Sector Misisipi	Defensa Costera	MOP	14	Valdivia	Mariquina	fuera de todo radio	ampliar el radio a 39 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @38.1km	sí	sí	no	
501	Caleta Pesquera de Mehuín	Caleta	MOP	14	Valdivia	Mariquina	fuera de todo radio	ampliar el radio a 39 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @38.7km	sí	sí	no	
613	Borde Fluvial Río Lingue sector Mehuin	Infraestructura Portuaria	MOP	14	Valdivia	Mariquina	fuera de todo radio	ampliar el radio a 39 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @38.6km	sí	sí	no	
512	Embarcadero Río Lingue - Sector Mehuin	Embarcadero	MOP	14	Valdivia	Mariquina	fuera de todo radio	ampliar el radio a 39 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @38.5km	sí	sí	no	
266	Caleta Pesquera Queule	Caleta	MOP	09	Cautín	Toltén	fuera de todo radio	ampliar el radio a 44 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @43.5km	sí	sí	no	
264	Rampa Balseo Queule 1 (Ex Paloma)	Rampa	MOP	09	Cautín	Toltén	fuera de todo radio	ampliar el radio a 45 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @44.7km	sí	sí	no	
265	Rampa Balseo Queule 2 (Ex Paloma)	Rampa	MOP	09	Cautín	Toltén	fuera de todo radio	ampliar el radio a 45 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @44.8km	sí	sí	no	
267	Caleta Pesquera Los Pinos	Caleta	MOP	09	Cautín	Toltén	fuera de todo radio	ampliar el radio a 45 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @44.9km	sí	sí	no	
272	Rampa Balseo Nigue 1 (Ex Albatros)	Rampa	MOP	09	Cautín	Toltén	fuera de todo radio	ampliar el radio a 53 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @52.3km	sí	sí	no	
273	Rampa Balseo Nigue 2 (Ex Albatros)	Rampa	MOP	09	Cautín	Toltén	fuera de todo radio	ampliar el radio a 53 km, o una bahía que hoy no está en BAHIA_COORDS	208 BORDE COSTERO-VALDIVIA @52.3km	sí	sí	no	
274	Caleta Pesquera La Barra	Caleta	MOP	09	Cautín	Toltén	fuera de todo radio	ampliar el radio a 59 km, o una bahía que hoy no está en BAHIA_COORDS	143 CARAHUE - BORDE COSTERO @58.2km	sí	sí	no	
270	Rampa Balseo Tolten 1 (Ex Luminaria) Este	Rampa	MOP	09	Cautín	Toltén	fuera de todo radio	ampliar el radio a 51 km, o una bahía que hoy no está en BAHIA_COORDS	141 CARAHUE - SECTOR RÍO @50.8km	sí	sí	no	
271	Rampa Balseo Tolten 2 (Ex Luminaria) Oeste	Rampa	MOP	09	Cautín	Teodoro Schmidt	fuera de todo radio	ampliar el radio a 51 km, o una bahía que hoy no está en BAHIA_COORDS	141 CARAHUE - SECTOR RÍO @50.7km	sí	sí	no	
262	Rampa Balseo Barros Arana 1 (Ex Las Camelias) Sur	Rampa	MOP	09	Cautín	Pitrufquén	fuera de todo radio	ampliar el radio a 40 km, o una bahía que hoy no está en BAHIA_COORDS	142 CARAHUE - SECTOR LAGO @39.7km	sí	sí	no	
263	Rampa Balseo Barros Arana 2 (Ex Las Camelias) Norte	Rampa	MOP	09	Cautín	Freire	fuera de todo radio	ampliar el radio a 40 km, o una bahía que hoy no está en BAHIA_COORDS	142 CARAHUE - SECTOR LAGO @39.6km	sí	sí	no	
261	Rampa Balseo Pocoyan 2 (Ex Martinete) Sureste	Rampa	MOP	09	Cautín	Toltén	fuera de todo radio	ampliar el radio a 34 km, o una bahía que hoy no está en BAHIA_COORDS	141 CARAHUE - SECTOR RÍO @34.0km	sí	sí	no	
260	Rampa Balseo Pocoyan 1 (Ex Martinete) Noroeste	Rampa	MOP	09	Cautín	Teodoro Schmidt	fuera de todo radio	ampliar el radio a 34 km, o una bahía que hoy no está en BAHIA_COORDS	141 CARAHUE - SECTOR RÍO @33.8km	sí	sí	no	
279	Rampa Balseo Puaucho Bajo	Rampa	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 143 CARAHUE - BORDE COSTERO @23.2km  vs  141 CARAHUE - SECTOR RÍO @27.5km	143 CARAHUE - BORDE COSTERO @23.2km	sí	sí	no	
282	Rampa Balseo Huenten	Rampa	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 143 CARAHUE - BORDE COSTERO @21.4km  vs  141 CARAHUE - SECTOR RÍO @24.4km  vs  142 CARAHUE - SECTOR LAGO @29.2km	143 CARAHUE - BORDE COSTERO @21.4km	sí	sí	no	
288	Embarcadero Puerto Dominguez	Embarcadero	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 141 CARAHUE - SECTOR RÍO @21.6km  vs  143 CARAHUE - BORDE COSTERO @22.4km  vs  142 CARAHUE - SECTOR LAGO @25.9km	141 CARAHUE - SECTOR RÍO @21.6km	sí	sí	no	
287	Caleta Pesquera Puerto Dominguez	Caleta	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 141 CARAHUE - SECTOR RÍO @21.2km  vs  143 CARAHUE - BORDE COSTERO @22.3km  vs  142 CARAHUE - SECTOR LAGO @25.6km	141 CARAHUE - SECTOR RÍO @21.2km	sí	sí	no	
277	Rampa Balseo Santa María	Rampa	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 143 CARAHUE - BORDE COSTERO @18.6km  vs  141 CARAHUE - SECTOR RÍO @23.2km  vs  142 CARAHUE - SECTOR LAGO @28.3km	143 CARAHUE - BORDE COSTERO @18.6km	sí	sí	no	
276	Rampa Balseo Isla Llepu	Rampa	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 143 CARAHUE - BORDE COSTERO @15.5km  vs  141 CARAHUE - SECTOR RÍO @21.1km	143 CARAHUE - BORDE COSTERO @15.5km	sí	sí	no	
284	Rampa Balseo Collileufu	Rampa	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 143 CARAHUE - BORDE COSTERO @13.9km  vs  141 CARAHUE - SECTOR RÍO @23.0km	143 CARAHUE - BORDE COSTERO @13.9km	sí	sí	no	
275	Rampa Isla Nahuelhuapi	Rampa	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 143 CARAHUE - BORDE COSTERO @17.1km  vs  141 CARAHUE - SECTOR RÍO @18.8km  vs  142 CARAHUE - SECTOR LAGO @24.1km	143 CARAHUE - BORDE COSTERO @17.1km	sí	sí	no	
278	Rampa Balseo Huapibudi (Portalon Chico)	Rampa	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 143 CARAHUE - BORDE COSTERO @16.2km  vs  141 CARAHUE - SECTOR RÍO @18.6km  vs  142 CARAHUE - SECTOR LAGO @24.0km	143 CARAHUE - BORDE COSTERO @16.2km	sí	sí	no	
286	Rampa Balseo Antiman	Rampa	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 141 CARAHUE - SECTOR RÍO @16.0km  vs  143 CARAHUE - BORDE COSTERO @18.2km  vs  142 CARAHUE - SECTOR LAGO @21.0km	141 CARAHUE - SECTOR RÍO @16.0km	sí	sí	no	
280	Rampa Balseo Sol Naciente	Rampa	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 141 CARAHUE - SECTOR RÍO @16.0km  vs  143 CARAHUE - BORDE COSTERO @16.2km  vs  142 CARAHUE - SECTOR LAGO @21.4km	141 CARAHUE - SECTOR RÍO @16.0km	sí	sí	no	
283	Rampa Balseo Paso El Roble	Rampa	MOP	09	Cautín	Saavedra	empate entre candidatas	adjudicación humana entre: 143 CARAHUE - BORDE COSTERO @11.7km  vs  141 CARAHUE - SECTOR RÍO @19.3km	143 CARAHUE - BORDE COSTERO @11.7km	sí	sí	no	
